Statistic Label,Year,Sex,County,Age Group,UNIT,VALUE,Upper_County
Mean Annual Earnings,2011,Male,Monaghan,15 - 24 years,Euro,18748,MONAGHAN
Mean Annual Earnings,2011,Male,Monaghan,15 years and over,Euro,35145,MONAGHAN
Mean Annual Earnings,2011,Male,Monaghan,25 - 29 years,Euro,27921,MONAGHAN
Mean Annual Earnings,2011,Male,Monaghan,30 - 39 years,Euro,35449,MONAGHAN
Mean Annual Earnings,2011,Male,Monaghan,40 - 49 years,Euro,39555,MONAGHAN
Mean Annual Earnings,2011,Male,Monaghan,50 - 59 years,Euro,40312,MONAGHAN
Mean Annual Earnings,2011,Male,Monaghan,60 years and over,Euro,33000,MONAGHAN
Mean Annual Earnings,2011,Male,Mayo,15 - 24 years,Euro,17692,MAYO
Mean Annual Earnings,2011,Male,Mayo,15 years and over,Euro,37811,MAYO
Mean Annual Earnings,2011,Male,Mayo,25 - 29 years,Euro,30132,MAYO
Mean Annual Earnings,2011,Male,Mayo,30 - 39 years,Euro,39350,MAYO
Mean Annual Earnings,2011,Male,Mayo,40 - 49 years,Euro,43695,MAYO
Mean Annual Earnings,2011,Male,Mayo,50 - 59 years,Euro,41210,MAYO
Mean Annual Earnings,2011,Male,Mayo,60 years and over,Euro,31447,MAYO
Mean Annual Earnings,2011,Male,Offaly,15 - 24 years,Euro,18040,OFFALY
Mean Annual Earnings,2011,Male,Offaly,15 years and over,Euro,39679,OFFALY
Mean Annual Earnings,2011,Male,Offaly,25 - 29 years,Euro,30383,OFFALY
Mean Annual Earnings,2011,Male,Offaly,30 - 39 years,Euro,39839,OFFALY
Mean Annual Earnings,2011,Male,Offaly,40 - 49 years,Euro,45426,OFFALY
Mean Annual Earnings,2011,Male,Offaly,50 - 59 years,Euro,45163,OFFALY
Mean Annual Earnings,2011,Male,Offaly,60 years and over,Euro,35475,OFFALY
Mean Annual Earnings,2011,Male,Roscommon,15 - 24 years,Euro,19654,ROSCOMMON
Mean Annual Earnings,2011,Male,Roscommon,15 years and over,Euro,39397,ROSCOMMON
Mean Annual Earnings,2011,Male,Roscommon,25 - 29 years,Euro,31420,ROSCOMMON
Mean Annual Earnings,2011,Male,Roscommon,30 - 39 years,Euro,40831,ROSCOMMON
Mean Annual Earnings,2011,Male,Roscommon,40 - 49 years,Euro,43844,ROSCOMMON
Mean Annual Earnings,2011,Male,Roscommon,50 - 59 years,Euro,43395,ROSCOMMON
Mean Annual Earnings,2011,Male,Roscommon,60 years and over,Euro,33276,ROSCOMMON
Mean Annual Earnings,2011,Male,Sligo,15 - 24 years,Euro,17831,SLIGO
Mean Annual Earnings,2011,Male,Sligo,15 years and over,Euro,40357,SLIGO
Mean Annual Earnings,2011,Male,Sligo,25 - 29 years,Euro,29472,SLIGO
Mean Annual Earnings,2011,Male,Sligo,30 - 39 years,Euro,38819,SLIGO
Mean Annual Earnings,2011,Male,Sligo,40 - 49 years,Euro,47272,SLIGO
Mean Annual Earnings,2011,Male,Sligo,50 - 59 years,Euro,47605,SLIGO
Mean Annual Earnings,2011,Male,Sligo,60 years and over,Euro,34783,SLIGO
Mean Annual Earnings,2011,Male,Tipperary,15 - 24 years,Euro,19647,TIPPERARY
Mean Annual Earnings,2011,Male,Tipperary,15 years and over,Euro,40963,TIPPERARY
Mean Annual Earnings,2011,Male,Tipperary,25 - 29 years,Euro,30653,TIPPERARY
Mean Annual Earnings,2011,Male,Tipperary,30 - 39 years,Euro,40970,TIPPERARY
Mean Annual Earnings,2011,Male,Tipperary,40 - 49 years,Euro,47613,TIPPERARY
Mean Annual Earnings,2011,Male,Tipperary,50 - 59 years,Euro,45958,TIPPERARY
Mean Annual Earnings,2011,Male,Tipperary,60 years and over,Euro,36002,TIPPERARY
Mean Annual Earnings,2011,Male,Waterford,15 - 24 years,Euro,17338,WATERFORD
Mean Annual Earnings,2011,Male,Waterford,15 years and over,Euro,42930,WATERFORD
Mean Annual Earnings,2011,Male,Waterford,25 - 29 years,Euro,29949,WATERFORD
Mean Annual Earnings,2011,Male,Waterford,30 - 39 years,Euro,41625,WATERFORD
Mean Annual Earnings,2011,Male,Waterford,40 - 49 years,Euro,51792,WATERFORD
Mean Annual Earnings,2011,Male,Waterford,50 - 59 years,Euro,49284,WATERFORD
Mean Annual Earnings,2011,Male,Waterford,60 years and over,Euro,36894,WATERFORD
Mean Annual Earnings,2011,Male,Wicklow,15 - 24 years,Euro,18174,WICKLOW
Mean Annual Earnings,2011,Male,Wicklow,15 years and over,Euro,49808,WICKLOW
Mean Annual Earnings,2011,Male,Wicklow,25 - 29 years,Euro,30624,WICKLOW
Mean Annual Earnings,2011,Male,Wicklow,30 - 39 years,Euro,47925,WICKLOW
Mean Annual Earnings,2011,Male,Wicklow,40 - 49 years,Euro,61765,WICKLOW
Mean Annual Earnings,2011,Male,Wicklow,50 - 59 years,Euro,59099,WICKLOW
Mean Annual Earnings,2011,Male,Wicklow,60 years and over,Euro,44930,WICKLOW
Mean Annual Earnings,2011,Male,Westmeath,15 - 24 years,Euro,19742,WESTMEATH
Mean Annual Earnings,2011,Male,Westmeath,15 years and over,Euro,41717,WESTMEATH
Mean Annual Earnings,2011,Male,Westmeath,25 - 29 years,Euro,31178,WESTMEATH
Mean Annual Earnings,2011,Male,Westmeath,30 - 39 years,Euro,41537,WESTMEATH
Mean Annual Earnings,2011,Male,Westmeath,40 - 49 years,Euro,48993,WESTMEATH
Mean Annual Earnings,2011,Male,Westmeath,50 - 59 years,Euro,46878,WESTMEATH
Mean Annual Earnings,2011,Male,Westmeath,60 years and over,Euro,38825,WESTMEATH
Mean Annual Earnings,2011,Male,Wexford,15 - 24 years,Euro,18545,WEXFORD
Mean Annual Earnings,2011,Male,Wexford,15 years and over,Euro,38548,WEXFORD
Mean Annual Earnings,2011,Male,Wexford,25 - 29 years,Euro,29607,WEXFORD
Mean Annual Earnings,2011,Male,Wexford,30 - 39 years,Euro,38716,WEXFORD
Mean Annual Earnings,2011,Male,Wexford,40 - 49 years,Euro,44528,WEXFORD
Mean Annual Earnings,2011,Male,Wexford,50 - 59 years,Euro,43503,WEXFORD
Mean Annual Earnings,2011,Male,Wexford,60 years and over,Euro,33682,WEXFORD
Mean Annual Earnings,2011,Male,Ireland,15 - 24 years,Euro,18900,IRELAND
Mean Annual Earnings,2011,Male,Ireland,15 years and over,Euro,45781,IRELAND
Mean Annual Earnings,2011,Male,Ireland,25 - 29 years,Euro,31135,IRELAND
Mean Annual Earnings,2011,Male,Ireland,30 - 39 years,Euro,44439,IRELAND
Mean Annual Earnings,2011,Male,Ireland,40 - 49 years,Euro,55690,IRELAND
Mean Annual Earnings,2011,Male,Ireland,50 - 59 years,Euro,54603,IRELAND
Mean Annual Earnings,2011,Male,Ireland,60 years and over,Euro,41581,IRELAND
Mean Annual Earnings,2011,Female,Clare,15 - 24 years,Euro,17403,CLARE
Mean Annual Earnings,2011,Female,Clare,15 years and over,Euro,32606,CLARE
Mean Annual Earnings,2011,Female,Clare,25 - 29 years,Euro,29357,CLARE
Mean Annual Earnings,2011,Female,Clare,30 - 39 years,Euro,35430,CLARE
Mean Annual Earnings,2011,Female,Clare,40 - 49 years,Euro,36007,CLARE
Mean Annual Earnings,2011,Female,Clare,50 - 59 years,Euro,32997,CLARE
Mean Annual Earnings,2011,Female,Clare,60 years and over,Euro,22804,CLARE
Mean Annual Earnings,2011,Female,Cork,15 - 24 years,Euro,16603,CORK
Mean Annual Earnings,2011,Female,Cork,15 years and over,Euro,32519,CORK
Mean Annual Earnings,2011,Female,Cork,25 - 29 years,Euro,28835,CORK
Mean Annual Earnings,2011,Female,Cork,30 - 39 years,Euro,36214,CORK
Mean Annual Earnings,2011,Female,Cork,40 - 49 years,Euro,35813,CORK
Mean Annual Earnings,2011,Female,Cork,50 - 59 years,Euro,33280,CORK
Mean Annual Earnings,2011,Female,Cork,60 years and over,Euro,22513,CORK
Mean Annual Earnings,2011,Female,Cavan,15 - 24 years,Euro,17179,CAVAN
Mean Annual Earnings,2011,Female,Cavan,15 years and over,Euro,30741,CAVAN
Mean Annual Earnings,2011,Female,Cavan,25 - 29 years,Euro,29043,CAVAN
Mean Annual Earnings,2011,Female,Cavan,30 - 39 years,Euro,34722,CAVAN
Mean Annual Earnings,2011,Female,Cavan,40 - 49 years,Euro,32415,CAVAN
Mean Annual Earnings,2011,Female,Cavan,50 - 59 years,Euro,30707,CAVAN
Mean Annual Earnings,2011,Female,Cavan,60 years and over,Euro,23437,CAVAN
Mean Annual Earnings,2011,Female,Carlow,15 - 24 years,Euro,15761,CARLOW
Mean Annual Earnings,2011,Female,Carlow,15 years and over,Euro,31057,CARLOW
Mean Annual Earnings,2011,Female,Carlow,25 - 29 years,Euro,28105,CARLOW
Mean Annual Earnings,2011,Female,Carlow,30 - 39 years,Euro,34134,CARLOW
Mean Annual Earnings,2011,Female,Carlow,40 - 49 years,Euro,33593,CARLOW
Mean Annual Earnings,2011,Female,Carlow,50 - 59 years,Euro,32432,CARLOW
Mean Annual Earnings,2011,Female,Carlow,60 years and over,Euro,23797,CARLOW
Mean Annual Earnings,2011,Female,Donegal,15 - 24 years,Euro,14900,DONEGAL
Mean Annual Earnings,2011,Female,Donegal,15 years and over,Euro,29422,DONEGAL
Mean Annual Earnings,2011,Female,Donegal,25 - 29 years,Euro,27020,DONEGAL
Mean Annual Earnings,2011,Female,Donegal,30 - 39 years,Euro,31863,DONEGAL
Mean Annual Earnings,2011,Female,Donegal,40 - 49 years,Euro,32382,DONEGAL
Mean Annual Earnings,2011,Female,Donegal,50 - 59 years,Euro,31623,DONEGAL
Mean Annual Earnings,2011,Female,Donegal,60 years and over,Euro,19863,DONEGAL
Mean Annual Earnings,2011,Female,Dublin,15 - 24 years,Euro,18059,DUBLIN
Mean Annual Earnings,2011,Female,Dublin,15 years and over,Euro,37226,DUBLIN
Mean Annual Earnings,2011,Female,Dublin,25 - 29 years,Euro,30722,DUBLIN
Mean Annual Earnings,2011,Female,Dublin,30 - 39 years,Euro,41176,DUBLIN
Mean Annual Earnings,2011,Female,Dublin,40 - 49 years,Euro,42708,DUBLIN
Mean Annual Earnings,2011,Female,Dublin,50 - 59 years,Euro,38652,DUBLIN
Mean Annual Earnings,2011,Female,Dublin,60 years and over,Euro,28111,DUBLIN
Mean Annual Earnings,2011,Female,Galway,15 - 24 years,Euro,17237,GALWAY
Mean Annual Earnings,2011,Female,Galway,15 years and over,Euro,33570,GALWAY
Mean Annual Earnings,2011,Female,Galway,25 - 29 years,Euro,29505,GALWAY
Mean Annual Earnings,2011,Female,Galway,30 - 39 years,Euro,36231,GALWAY
Mean Annual Earnings,2011,Female,Galway,40 - 49 years,Euro,36884,GALWAY
Mean Annual Earnings,2011,Female,Galway,50 - 59 years,Euro,35093,GALWAY
Mean Annual Earnings,2011,Female,Galway,60 years and over,Euro,26273,GALWAY
Mean Annual Earnings,2011,Female,Kildare,15 - 24 years,Euro,17136,KILDARE
Mean Annual Earnings,2011,Female,Kildare,15 years and over,Euro,34641,KILDARE
Mean Annual Earnings,2011,Female,Kildare,25 - 29 years,Euro,30158,KILDARE
Mean Annual Earnings,2011,Female,Kildare,30 - 39 years,Euro,38338,KILDARE
Mean Annual Earnings,2011,Female,Kildare,40 - 49 years,Euro,37936,KILDARE
Mean Annual Earnings,2011,Female,Kildare,50 - 59 years,Euro,35866,KILDARE
Mean Annual Earnings,2011,Female,Kildare,60 years and over,Euro,25052,KILDARE
Mean Annual Earnings,2011,Female,Kilkenny,15 - 24 years,Euro,16576,KILKENNY
Mean Annual Earnings,2011,Female,Kilkenny,15 years and over,Euro,32221,KILKENNY
Mean Annual Earnings,2011,Female,Kilkenny,25 - 29 years,Euro,29477,KILKENNY
Mean Annual Earnings,2011,Female,Kilkenny,30 - 39 years,Euro,35937,KILKENNY
Mean Annual Earnings,2011,Female,Kilkenny,40 - 49 years,Euro,34681,KILKENNY
Mean Annual Earnings,2011,Female,Kilkenny,50 - 59 years,Euro,33001,KILKENNY
Mean Annual Earnings,2011,Female,Kilkenny,60 years and over,Euro,21612,KILKENNY
Mean Annual Earnings,2011,Female,Kerry,15 - 24 years,Euro,16996,KERRY
Mean Annual Earnings,2011,Female,Kerry,15 years and over,Euro,30384,KERRY
Mean Annual Earnings,2011,Female,Kerry,25 - 29 years,Euro,28336,KERRY
Mean Annual Earnings,2011,Female,Kerry,30 - 39 years,Euro,32615,KERRY
Mean Annual Earnings,2011,Female,Kerry,40 - 49 years,Euro,32728,KERRY
Mean Annual Earnings,2011,Female,Kerry,50 - 59 years,Euro,31963,KERRY
Mean Annual Earnings,2011,Female,Kerry,60 years and over,Euro,22291,KERRY
Mean Annual Earnings,2011,Female,Longford,15 - 24 years,Euro,17456,LONGFORD
Mean Annual Earnings,2011,Female,Longford,15 years and over,Euro,30522,LONGFORD
Mean Annual Earnings,2011,Female,Longford,25 - 29 years,Euro,29072,LONGFORD
Mean Annual Earnings,2011,Female,Longford,30 - 39 years,Euro,34161,LONGFORD
Mean Annual Earnings,2011,Female,Longford,40 - 49 years,Euro,32096,LONGFORD
Mean Annual Earnings,2011,Female,Longford,50 - 59 years,Euro,31625,LONGFORD
Mean Annual Earnings,2011,Female,Longford,60 years and over,Euro,23340,LONGFORD
Mean Annual Earnings,2011,Female,Louth,15 - 24 years,Euro,16065,LOUTH
Mean Annual Earnings,2011,Female,Louth,15 years and over,Euro,31390,LOUTH
Mean Annual Earnings,2011,Female,Louth,25 - 29 years,Euro,27466,LOUTH
Mean Annual Earnings,2011,Female,Louth,30 - 39 years,Euro,34213,LOUTH
Mean Annual Earnings,2011,Female,Louth,40 - 49 years,Euro,34435,LOUTH
Mean Annual Earnings,2011,Female,Louth,50 - 59 years,Euro,34010,LOUTH
Mean Annual Earnings,2011,Female,Louth,60 years and over,Euro,24121,LOUTH
Mean Annual Earnings,2011,Female,Limerick,15 - 24 years,Euro,16762,LIMERICK
Mean Annual Earnings,2011,Female,Limerick,15 years and over,Euro,32416,LIMERICK
Mean Annual Earnings,2011,Female,Limerick,25 - 29 years,Euro,28470,LIMERICK
Mean Annual Earnings,2011,Female,Limerick,30 - 39 years,Euro,35505,LIMERICK
Mean Annual Earnings,2011,Female,Limerick,40 - 49 years,Euro,35693,LIMERICK
Mean Annual Earnings,2011,Female,Limerick,50 - 59 years,Euro,34223,LIMERICK
Mean Annual Earnings,2011,Female,Limerick,60 years and over,Euro,24969,LIMERICK
Mean Annual Earnings,2011,Female,Leitrim,15 - 24 years,Euro,17000,LEITRIM
Mean Annual Earnings,2011,Female,Leitrim,15 years and over,Euro,31839,LEITRIM
Mean Annual Earnings,2011,Female,Leitrim,25 - 29 years,Euro,30392,LEITRIM
Mean Annual Earnings,2011,Female,Leitrim,30 - 39 years,Euro,36031,LEITRIM
Mean Annual Earnings,2011,Female,Leitrim,40 - 49 years,Euro,34038,LEITRIM
Mean Annual Earnings,2011,Female,Leitrim,50 - 59 years,Euro,31321,LEITRIM
Mean Annual Earnings,2011,Female,Leitrim,60 years and over,Euro,22717,LEITRIM
Mean Annual Earnings,2011,Female,Laois,15 - 24 years,Euro,17967,LAOIS
Mean Annual Earnings,2011,Female,Laois,15 years and over,Euro,32515,LAOIS
Mean Annual Earnings,2011,Female,Laois,25 - 29 years,Euro,30563,LAOIS
Mean Annual Earnings,2011,Female,Laois,30 - 39 years,Euro,35888,LAOIS
Mean Annual Earnings,2011,Female,Laois,40 - 49 years,Euro,33886,LAOIS
Mean Annual Earnings,2011,Female,Laois,50 - 59 years,Euro,33356,LAOIS
Mean Annual Earnings,2011,Female,Laois,60 years and over,Euro,24109,LAOIS
Mean Annual Earnings,2011,Female,Meath,15 - 24 years,Euro,17247,MEATH
Mean Annual Earnings,2011,Female,Meath,15 years and over,Euro,33740,MEATH
Mean Annual Earnings,2011,Female,Meath,25 - 29 years,Euro,30257,MEATH
Mean Annual Earnings,2011,Female,Meath,30 - 39 years,Euro,36970,MEATH
Mean Annual Earnings,2011,Female,Meath,40 - 49 years,Euro,36394,MEATH
Mean Annual Earnings,2011,Female,Meath,50 - 59 years,Euro,35209,MEATH
Mean Annual Earnings,2011,Female,Meath,60 years and over,Euro,25558,MEATH
Mean Annual Earnings,2011,Female,Monaghan,15 - 24 years,Euro,15674,MONAGHAN
Mean Annual Earnings,2011,Female,Monaghan,15 years and over,Euro,30147,MONAGHAN
Mean Annual Earnings,2011,Female,Monaghan,25 - 29 years,Euro,28099,MONAGHAN
Mean Annual Earnings,2011,Female,Monaghan,30 - 39 years,Euro,32863,MONAGHAN
Mean Annual Earnings,2011,Female,Monaghan,40 - 49 years,Euro,32128,MONAGHAN
Mean Annual Earnings,2011,Female,Monaghan,50 - 59 years,Euro,31982,MONAGHAN
Mean Annual Earnings,2011,Female,Monaghan,60 years and over,Euro,24292,MONAGHAN
Mean Annual Earnings,2011,Female,Mayo,15 - 24 years,Euro,16054,MAYO
Mean Annual Earnings,2011,Female,Mayo,15 years and over,Euro,30939,MAYO
Mean Annual Earnings,2011,Female,Mayo,25 - 29 years,Euro,29222,MAYO
Mean Annual Earnings,2011,Female,Mayo,30 - 39 years,Euro,34695,MAYO
Mean Annual Earnings,2011,Female,Mayo,40 - 49 years,Euro,33443,MAYO
Mean Annual Earnings,2011,Female,Mayo,50 - 59 years,Euro,31412,MAYO
Mean Annual Earnings,2011,Female,Mayo,60 years and over,Euro,22204,MAYO
Mean Annual Earnings,2011,Female,Offaly,15 - 24 years,Euro,16028,OFFALY
Mean Annual Earnings,2011,Female,Offaly,15 years and over,Euro,31203,OFFALY
Mean Annual Earnings,2011,Female,Offaly,25 - 29 years,Euro,28867,OFFALY
Mean Annual Earnings,2011,Female,Offaly,30 - 39 years,Euro,34464,OFFALY
Mean Annual Earnings,2011,Female,Offaly,40 - 49 years,Euro,33115,OFFALY
Mean Annual Earnings,2011,Female,Offaly,50 - 59 years,Euro,32668,OFFALY
Mean Annual Earnings,2011,Female,Offaly,60 years and over,Euro,22594,OFFALY
Mean Annual Earnings,2011,Female,Roscommon,15 - 24 years,Euro,17502,ROSCOMMON
Mean Annual Earnings,2011,Female,Roscommon,15 years and over,Euro,32165,ROSCOMMON
Mean Annual Earnings,2011,Female,Roscommon,25 - 29 years,Euro,30654,ROSCOMMON
Mean Annual Earnings,2011,Female,Roscommon,30 - 39 years,Euro,35194,ROSCOMMON
Mean Annual Earnings,2011,Female,Roscommon,40 - 49 years,Euro,34115,ROSCOMMON
Mean Annual Earnings,2011,Female,Roscommon,50 - 59 years,Euro,32795,ROSCOMMON
Mean Annual Earnings,2011,Female,Roscommon,60 years and over,Euro,24746,ROSCOMMON
Mean Annual Earnings,2011,Female,Sligo,15 - 24 years,Euro,16533,SLIGO
Mean Annual Earnings,2011,Female,Sligo,15 years and over,Euro,33050,SLIGO
Mean Annual Earnings,2011,Female,Sligo,25 - 29 years,Euro,28069,SLIGO
Mean Annual Earnings,2011,Female,Sligo,30 - 39 years,Euro,34999,SLIGO
Mean Annual Earnings,2011,Female,Sligo,40 - 49 years,Euro,36749,SLIGO
Mean Annual Earnings,2011,Female,Sligo,50 - 59 years,Euro,34932,SLIGO
Mean Annual Earnings,2011,Female,Sligo,60 years and over,Euro,26435,SLIGO
Mean Annual Earnings,2011,Female,Tipperary,15 - 24 years,Euro,16637,TIPPERARY
Mean Annual Earnings,2011,Female,Tipperary,15 years and over,Euro,31034,TIPPERARY
Mean Annual Earnings,2011,Female,Tipperary,25 - 29 years,Euro,29364,TIPPERARY
Mean Annual Earnings,2011,Female,Tipperary,30 - 39 years,Euro,34966,TIPPERARY
Mean Annual Earnings,2011,Female,Tipperary,40 - 49 years,Euro,32834,TIPPERARY
Mean Annual Earnings,2011,Female,Tipperary,50 - 59 years,Euro,31578,TIPPERARY
Mean Annual Earnings,2011,Female,Tipperary,60 years and over,Euro,21573,TIPPERARY
Mean Annual Earnings,2011,Female,Waterford,15 - 24 years,Euro,15569,WATERFORD
Mean Annual Earnings,2011,Female,Waterford,15 years and over,Euro,31397,WATERFORD
Mean Annual Earnings,2011,Female,Waterford,25 - 29 years,Euro,27938,WATERFORD
Mean Annual Earnings,2011,Female,Waterford,30 - 39 years,Euro,34723,WATERFORD
Mean Annual Earnings,2011,Female,Waterford,40 - 49 years,Euro,34121,WATERFORD
Mean Annual Earnings,2011,Female,Waterford,50 - 59 years,Euro,32784,WATERFORD
Mean Annual Earnings,2011,Female,Waterford,60 years and over,Euro,23474,WATERFORD
Mean Annual Earnings,2011,Female,Wicklow,15 - 24 years,Euro,16396,WICKLOW
Mean Annual Earnings,2011,Female,Wicklow,15 years and over,Euro,33984,WICKLOW
Mean Annual Earnings,2011,Female,Wicklow,25 - 29 years,Euro,28488,WICKLOW
Mean Annual Earnings,2011,Female,Wicklow,30 - 39 years,Euro,37742,WICKLOW
Mean Annual Earnings,2011,Female,Wicklow,40 - 49 years,Euro,37543,WICKLOW
Mean Annual Earnings,2011,Female,Wicklow,50 - 59 years,Euro,35021,WICKLOW
Mean Annual Earnings,2011,Female,Wicklow,60 years and over,Euro,25871,WICKLOW
Mean Annual Earnings,2011,Female,Westmeath,15 - 24 years,Euro,17401,WESTMEATH
Mean Annual Earnings,2011,Female,Westmeath,15 years and over,Euro,32629,WESTMEATH
Mean Annual Earnings,2011,Female,Westmeath,25 - 29 years,Euro,28752,WESTMEATH
Mean Annual Earnings,2011,Female,Westmeath,30 - 39 years,Euro,35411,WESTMEATH
Mean Annual Earnings,2011,Female,Westmeath,40 - 49 years,Euro,35273,WESTMEATH
Mean Annual Earnings,2011,Female,Westmeath,50 - 59 years,Euro,34344,WESTMEATH
Mean Annual Earnings,2011,Female,Westmeath,60 years and over,Euro,25709,WESTMEATH
Mean Annual Earnings,2011,Female,Wexford,15 - 24 years,Euro,16131,WEXFORD
Mean Annual Earnings,2011,Female,Wexford,15 years and over,Euro,29542,WEXFORD
Mean Annual Earnings,2011,Female,Wexford,25 - 29 years,Euro,27138,WEXFORD
Mean Annual Earnings,2011,Female,Wexford,30 - 39 years,Euro,32498,WEXFORD
Mean Annual Earnings,2011,Female,Wexford,40 - 49 years,Euro,31186,WEXFORD
Mean Annual Earnings,2011,Female,Wexford,50 - 59 years,Euro,31237,WEXFORD
Mean Annual Earnings,2011,Female,Wexford,60 years and over,Euro,21128,WEXFORD
Mean Annual Earnings,2011,Female,Ireland,15 - 24 years,Euro,17085,IRELAND
Mean Annual Earnings,2011,Female,Ireland,15 years and over,Euro,33733,IRELAND
Mean Annual Earnings,2011,Female,Ireland,25 - 29 years,Euro,29464,IRELAND
Mean Annual Earnings,2011,Female,Ireland,30 - 39 years,Euro,37293,IRELAND
Mean Annual Earnings,2011,Female,Ireland,40 - 49 years,Euro,37203,IRELAND
Mean Annual Earnings,2011,Female,Ireland,50 - 59 years,Euro,34940,IRELAND
Mean Annual Earnings,2011,Female,Ireland,60 years and over,Euro,25021,IRELAND
Mean Annual Earnings,2012,Both sexes,Clare,15 - 24 years,Euro,17318,CLARE
Mean Annual Earnings,2012,Both sexes,Clare,15 years and over,Euro,38539,CLARE
Mean Annual Earnings,2012,Both sexes,Clare,25 - 29 years,Euro,29333,CLARE
Mean Annual Earnings,2012,Both sexes,Clare,30 - 39 years,Euro,38351,CLARE
Mean Annual Earnings,2012,Both sexes,Clare,40 - 49 years,Euro,44646,CLARE
Mean Annual Earnings,2012,Both sexes,Clare,50 - 59 years,Euro,43133,CLARE
Mean Annual Earnings,2012,Both sexes,Clare,60 years and over,Euro,29171,CLARE
Mean Annual Earnings,2012,Both sexes,Cork,15 - 24 years,Euro,16887,CORK
Mean Annual Earnings,2012,Both sexes,Cork,15 years and over,Euro,39258,CORK
Mean Annual Earnings,2012,Both sexes,Cork,25 - 29 years,Euro,29416,CORK
Mean Annual Earnings,2012,Both sexes,Cork,30 - 39 years,Euro,40033,CORK
Mean Annual Earnings,2012,Both sexes,Cork,40 - 49 years,Euro,46459,CORK
Mean Annual Earnings,2012,Both sexes,Cork,50 - 59 years,Euro,43846,CORK
Mean Annual Earnings,2012,Both sexes,Cork,60 years and over,Euro,30821,CORK
Mean Annual Earnings,2012,Both sexes,Cavan,15 - 24 years,Euro,18078,CAVAN
Mean Annual Earnings,2012,Both sexes,Cavan,15 years and over,Euro,34120,CAVAN
Mean Annual Earnings,2012,Both sexes,Cavan,25 - 29 years,Euro,28772,CAVAN
Mean Annual Earnings,2012,Both sexes,Cavan,30 - 39 years,Euro,35848,CAVAN
Mean Annual Earnings,2012,Both sexes,Cavan,40 - 49 years,Euro,37730,CAVAN
Mean Annual Earnings,2012,Both sexes,Cavan,50 - 59 years,Euro,37495,CAVAN
Mean Annual Earnings,2012,Both sexes,Cavan,60 years and over,Euro,27486,CAVAN
Mean Annual Earnings,2012,Both sexes,Carlow,15 - 24 years,Euro,16832,CARLOW
Mean Annual Earnings,2012,Both sexes,Carlow,15 years and over,Euro,34436,CARLOW
Mean Annual Earnings,2012,Both sexes,Carlow,25 - 29 years,Euro,28454,CARLOW
Mean Annual Earnings,2012,Both sexes,Carlow,30 - 39 years,Euro,35928,CARLOW
